ObsID,SID,Observer,Unit,Species,Count,Size.Class,Substrate,Overhead.Cover,Instream.Cover,Hydrology.Code,Water.Depth..m.,Est.Size,LWD..,Comments
3584,101,MM,26,RBTS,1,III,2,1,C,Glide,0.2,85,0,
3585,101,CC,26,RBTS,1,IV,2,0,C,Glide,0.15,125,0,
2700,82,MM,185,RBTS,3,II,3,1,B,Riffle Edgewater,0.25,60,0,
3586,101,CC,26,RBTS,1,II,2,0,C,Glide,0.15,75,0,
3587,101,MM,26,CHN,2,IV,2,1,C,Glide,0.2,150,0,
3049,88,JC,441,,0,,NA,NA,,,NA,NA,0,
3050,88,MM,445,,0,,NA,NA,,,NA,NA,0,
3588,101,MM,26,RBTS,2,IV,2,1,C,Glide,0.2,125,0,
3589,101,MM,26,CHN,10,III,2,1,C,Glide,0.2,80,0,
3590,101,MM,26,RBTS,8,II,2,1,C,Glide,0.2,75,0,
3591,101,MM,26,RBTS,5,II,2,1,C,Glide,0.2,60,0,
1756,67,MM,25,,0,,NA,NA,,,NA,NA,3026,
3857,122,KH,323B,SASU,100,I,4,0,E,Glide,0.25,40,0,
3858,122,KH,323B,SASQ/HH,10,I,4,0,E,Glide,0.25,50,0,
3859,122,KH,323B,SASU,50,II,3,0,A,Glide,0.25,75,0,
3860,122,KH,323B,RBTS,1,II,4,0,A,Glide,0.25,75,0,
3861,122,KH,323B,SASQ/HH,20,I,4,0,A,Glide,0.25,50,0,
3862,122,AI,323B,SASQ/HH,3,I,2,0,A,Riffle,0.2,30,0,
3863,122,AI,323B,SASQ/HH,2,I,2,0,A,Riffle,0.5,30,0,
3864,122,AI,323B,SASU,2,I,2,0,A,Riffle,0.2,40,0,
3865,122,AI,323B,SASU,2,I,2,0,A,Riffle,0.25,50,0,
3866,122,AI,323B,SASU,4,II,3,0,A,Riffle,0.2,60,0,
3867,122,AI,323B,SASQ/HH,2,II,3,0,A,Riffle,0.2,75,0,
3868,122,AI,323B,SASQ/HH,4,II,3,0,A,Riffle,0.25,60,0,
3869,122,KH,323A,SASQ/HH,4,III,4,0,A,Glide,0.5,100,0,
3870,122,JR,323A,SASQ/HH,100,I,3,0,E,Glide Edgewater,0.4,20,0,
3871,122,JR,323A,SASQ/HH,20,III,3,0,E,Glide Edgewater,0.4,80,0,
3564,101,MM,33,RBTS,3,III,3,0,A,Riffle,0.15,100,0,
3565,101,MM,33,CHN,3,III,3,0,A,Riffle,0.15,80,0,
3566,101,MM,33,CHN,2,III,3,0,A,Riffle,0.15,100,0,
3567,101,CC,33,RBTS,2,II,3,0,A,Riffle,0.15,75,0,
3568,101,CC,33,CHN,1,III,3,0,A,Riffle,0.15,100,0,
1753,67,AH,24,RBTS,1,V,5,0,A,Glide,0.8,450,0,
1754,67,AH,23,RBTS,7,II,4,1,B,Glide Edgewater,0.3,70,0,
1755,67,AH,23,RBTS,1,II,4,1,F,Glide Edgewater,0.1,55,0,
1757,67,AH,24,SASQ/HH,1,VI,5,0,A,Glide,0.8,550,0,
3569,101,CC,33,RBTS,1,II,3,0,A,Riffle,0.15,100,0,
3570,101,MM,33,RBTS,1,II,3,1,E,Riffle,0.15,75,0,
3571,101,MM,33,CHN,2,IV,3,0,A,Riffle,0.2,110,0,
3572,101,MM,33,RBTS,4,III,3,0,A,Riffle,0.2,95,0,
3573,101,MM,33,CHN,5,IV,3,0,A,Riffle,0.2,125,0,
3574,101,MM,33,RBTS,3,III,3,0,A,Riffle,0.2,100,0,
3575,101,MM,33,RBTS,15,II,3,0,A,Riffle,0.2,75,0,
3989,127,AI,450,SASQ/HH,1,V,3,1,A,Backwater,0.75,200,0,
3990,127,AI,450,SASQ/HH,2,III,3,1,A,Backwater,0.75,100,0,
3991,127,AI,450,SASQ/HH,5,V,3,1,A,Backwater,0.75,200,0,
3576,101,MM,33,CHN,15,II,3,0,A,Riffle,0.2,75,0,
3577,101,MM,33,RBTS,5,II,3,0,A,Riffle,0.2,60,0,
3580,101,CC,26,RBTS,3,II,3,1,B,Riffle,0.15,75,0,
2530,81,JR,119,CHN,15,II,3,2,A,Riffle Edgewater,0.2,70,0,
2531,81,JR,119,RBTS,3,I,3,0,,Riffle Edgewater,0.3,40,0,
2532,81,JR,119,RBTS,3,II,3,0,,Riffle Edgewater,0.3,60,0,
2533,81,JR,119,RBTS,4,III,3,0,,Riffle Edgewater,0.3,80,0,
2534,81,JR,119,CHN,10,I,3,0,,Riffle Edgewater,0.3,40,0,
3581,101,CC,26,RBTS,2,III,3,1,B,Riffle,0.15,100,0,
3582,101,CC,26,RBTS,1,IV,3,1,B,Riffle,0.15,125,0,
3592,101,MM,26,,0,,NA,NA,,,NA,NA,3021,
2695,82,MM,185,CHN,2,II,3,1,B,Riffle,0.2,75,0,
2696,82,MM,185,RBTS,3,II,3,1,B,Riffle,0.2,60,0,
2697,82,MM,185,CHN,2,III,3,2,F,Riffle Edgewater,0.35,80,0,
2698,82,MM,185,RBTS,2,II,3,2,F,Riffle Edgewater,0.35,60,0,
2699,82,MM,185,CHN,2,III,3,1,B,Riffle Edgewater,0.25,80,0,
3593,101,CC,26,,0,,NA,NA,,,NA,NA,3022,
2701,82,MM,185,RBTS,1,II,3,0,A,Riffle,0.2,70,0,
2702,82,MM,189,CHN,7,III,4,2,A,Riffle,0.2,90,0,
2703,82,MM,189,CHN,5,II,4,2,A,Riffle,0.2,60,0,
2704,82,MM,189,RBTS,5,II,4,2,A,Riffle,0.2,55,0,
2705,82,MM,189,RBTS,2,II,2,1,B,Glide,0.3,75,0,
2706,82,MM,189,RBTS,1,I,2,1,B,Glide,0.3,50,0,
3837,120,MI,268,SASU,15,I,4,0,A,Glide,0.25,50,0,
2707,82,MM,189,CHN,3,II,3,1,E,Riffle,0.2,60,0,
2708,82,MM,189,RBTS,2,I,3,1,E,Riffle,0.2,50,0,
2709,82,MM,189,CHN,1,III,4,2,A,Riffle,0.2,90,0,
2710,82,MM,189,RBTS,1,II,3,1,B,Riffle,0.25,60,0,
2711,82,MM,189,RBT,1,VI,5,3,A,Riffle,0.35,450,0,
2712,82,MM,189,RBTS,1,VI,5,3,A,Riffle,0.35,300,0,
3838,120,MI,268,SASU,6,I,3,0,E,Glide Edgewater,0.1,50,0,
3839,120,KH,266,RBT,1,III,5,0,B,Riffle,0.5,100,0,
3840,120,KH,266,SASU,5,I,5,1,E,Backwater,0.25,25,0,
3841,120,KH,266,SASQ/HH,1,I,5,1,E,Backwater,0.25,25,0,
3842,120,KH,266,SCP,1,I,5,0,A,Riffle,0.25,30,0,
4400,158,CJC,450,SASQ/HH,4,IV,3,0,E,Backwater,0.4,150,0,
2718,83,DR,171,CHN,30,III,3,0,A,Glide Edgewater,0.2,90,0,
2719,83,DR,171,CHN,10,II,1,1,B,Glide Edgewater,0.2,65,0,
3919,124,MI,408,SASQ/HH,3,III,5,0,E,Backwater,1,100,0,
2507,81,JR,119,CHN,60,I,4,1,A,Glide Edgewater,0.35,40,0,
2508,81,JR,119,CHN,80,I,4,1,A,Glide Edgewater,0.35,50,0,
2509,81,JR,119,CHN,80,II,4,1,A,Glide Edgewater,0.35,60,0,
2510,81,JR,119,CHN,80,II,4,1,A,Glide Edgewater,0.35,70,0,
2511,81,JR,119,CHN,60,I,3,1,B,Glide Edgewater,0.35,40,0,
2512,81,JR,119,CHN,60,I,3,1,B,Glide Edgewater,0.35,50,0,
2513,81,JR,119,CHN,60,II,3,1,B,Glide Edgewater,0.35,60,0,
2514,81,JR,119,CHN,60,II,3,1,B,Glide Edgewater,0.35,70,0,
3594,101,MM,26,RBTS,4,III,3,1,C,Riffle,0.2,90,0,
2515,81,JR,119,RBTS,2,II,3,2,B,Riffle Edgewater,0.25,55,0,
2516,81,JR,119,CHN,10,III,3,2,B,Riffle Edgewater,0.45,95,0,
3595,101,CC,26,RBTS,4,II,4,1,A,Riffle,0.2,75,0,
2517,81,JR,119,CHN,30,III,3,2,B,Riffle Edgewater,0.45,80,0,
2518,81,JR,119,CHN,150,II,3,2,B,Riffle Edgewater,0.45,60,0,
2519,81,JR,119,CHN,50,I,3,2,B,Riffle Edgewater,0.45,50,0,
2520,81,JR,119,CHN,50,I,3,2,B,Riffle Edgewater,0.45,40,0,
2521,81,JR,119,RBTS,2,III,3,2,B,Riffle Edgewater,0.45,85,0,
2522,81,JR,119,RBTS,2,I,3,2,B,Riffle Edgewater,0.45,40,0,
2523,81,JR,119,RBTS,1,I,3,2,B,Riffle Edgewater,0.45,35,0,
2524,81,JR,119,RBTS,3,I,3,2,A,Riffle Edgewater,0.2,40,0,
2525,81,JR,119,RBTS,3,I,3,2,A,Riffle Edgewater,0.2,50,0,
2526,81,JR,119,RBTS,3,II,3,2,A,Riffle Edgewater,0.2,60,0,
2527,81,JR,119,RBTS,3,II,3,2,A,Riffle Edgewater,0.2,70,0,
2528,81,JR,119,RBTS,3,III,3,2,A,Riffle Edgewater,0.2,80,0,
2529,81,JR,119,CHN,15,I,3,2,A,Riffle Edgewater,0.2,50,0,
3920,124,MI,408,SASU,4,I,4,0,E,Backwater,0.5,50,0,
3047,88,MM,486,RBTS,2,IV,2,0,B,Glide,0.3,150,0,
2722,83,DR,170,,0,,NA,NA,,,NA,NA,0,
3048,88,MM,486,SASQ/HH,5,VI,2,0,B,Glide,0.5,225,0,
3051,88,MM,450,SASQ/HH,5,IV,3,0,B,Glide,3,150,0,
3052,88,MM,450,SASQ/HH,2,VI,3,0,B,Glide,3,250,0,
3053,88,MM,450,SASQ/HH,20,III,3,0,B,Glide,1.5,100,0,
3054,88,MM,450,SASQ/HH,10,II,3,0,B,Glide,1.5,75,0,
3960,126,MI,441,SASQ/HH,1,III,3,0,A,Backwater,0.25,100,0,
3961,126,MI,441,SASU,5,I,3,0,A,Backwater,0.25,50,0,
3962,126,MI,441,SASQ/HH,3,IV,3,0,E,Backwater,0.5,150,0,
3921,124,MI,408,TP,3,II,4,0,C,Backwater,1,60,0,
3033,88,MM,502,SASQ/HH,1,IV,4,0,A,Glide,0.3,150,0,
3034,88,MM,502,SASQ/HH,50,I,2,0,E,Backwater,0.35,50,0,
3035,88,MM,502,SASQ/HH,2,VI,2,0,A,Backwater,1,300,0,
3922,124,MI,408,SASQ/HH,100,I,4,0,E,Backwater,0.75,30,0,
3036,88,MM,499,LMB,1,VI,2,0,A,Glide,2,350,0,
3037,88,AH,499,SASQ/HH,1,III,2,0,A,Glide,0.75,95,0,
3038,88,AH,499,SASQ/HH,2,V,2,0,A,Glide,0.75,200,0,
3039,88,AH,499,SASQ/HH,4,VI,2,0,A,Glide,0.75,300,0,
3040,88,AH,499,SASQ/HH,5,VI,2,0,A,Glide,1.2,400,0,
3041,88,AH,487,SASQ/HH,4,IV,4,0,A,Glide,0.6,125,0,
2713,83,DR,175,CHN,11,II,3,2,B,Glide Edgewater,0.3,75,0,
2714,83,DR,175,RBTS,20,I,3,2,E,Glide Edgewater,0.3,45,0,
2715,83,DR,175,CHN,7,III,3,2,B,Glide Edgewater,0.2,80,0,
2716,83,DR,175,CHN,10,II,3,2,E,Glide Edgewater,0.2,65,0,
2717,83,DR,171,CHN,6,II,3,0,A,Glide Edgewater,0.2,65,0,
3042,88,AH,487,SASQ/HH,2,II,3,0,B,Glide,0.4,75,0,
2536,81,JR,119,RBTS,5,III,3,1,B,Riffle Edgewater,0.3,80,0,
3043,88,AH,487,RBTS,2,III,3,0,B,Glide,0.4,100,0,
2720,83,DR,171,CHN,5,II,3,0,A,Glide,0.2,75,0,
3044,88,AH,487,SASQ/HH,5,V,3,0,B,Glide,0.4,200,0,
2721,83,DR,171,CHN,3,I,3,0,A,Glide,0.2,45,0,
3045,88,MM,486,SASQ/HH,1,VI,3,0,E,Glide,0.6,250,0,
3046,88,MM,486,SASQ/HH,2,V,3,0,E,Glide,0.3,200,0,
2723,83,AH,174,,0,,NA,NA,,,NA,NA,0,
3055,88,MM,450,SASQ/HH,20,IV,4,0,B,Glide,1,150,0,
3923,124,MI,408,SASQ/HH,20,I,4,0,E,Backwater,0.75,50,0,
3924,124,MI,408,TP,4,II,4,0,C,Backwater,1,65,0,
3856,121,KH,225,NONE,NA,,NA,NA,,,NA,NA,0,
2535,81,JR,119,CHN,10,II,3,0,,Riffle Edgewater,0.3,60,0,
3844,121,AI,226,SASU,1,VI,4,0,A,Riffle,1,305,0,
3845,121,AI,229,SASU,2,I,2,0,A,Riffle Edgewater,0.25,25,0,
3846,121,AI,229,SASU,12,I,2,1,A,Riffle Edgewater,0.25,25,0,
2540,81,JR,119,RBT,1,VII,5,0,A,Riffle,0.8,600,0,
2539,81,JR,119,CHN,15,,3,1,A,Riffle Edgewater,0.3,50,0,
2538,81,JR,119,RBTS,10,I,3,1,A,Riffle Edgewater,0.3,50,0,
2537,81,JR,119,RBTS,15,II,3,1,A,Riffle Edgewater,0.3,60,0,
3847,121,AI,229,SASQ/HH,1,I,2,1,B,Backwater,0.2,20,0,
3848,121,JR,221,RBTS,1,III,4,3,A,Riffle,0.5,90,0,
3849,121,JR,221,RBTS,1,IV,4,3,A,Riffle,0.5,120,0,
3850,121,JR,229,SASU,400,I,3,0,E,Glide Edgewater,0.4,30,0,
3210,94,,189,RBTS,1,V,4,0,A,Glide,0.8,200,0,
3211,94,,189,RBTS,1,V,4,0,A,Riffle,0.15,200,0,
3212,94,,189,RBT,3,IV,4,0,A,Glide,0.5,150,0,
3213,94,,189,RBTS,1,V,4,1,B,Riffle,0.25,200,0,
3851,121,JR,229,SASU,200,I,2,1,E,Backwater,0.35,30,0,
3853,121,JR,228,SASU,40,I,3,1,E,Glide Edgewater,0.3,15,0,
3854,121,KH,228,RBTS,2,III,5,1,C,Riffle,0.5,80,0,
2541,81,AH,104,RBTS,1,VI,5,0,A,Riffle,0.75,400,0,
3855,121,KH,228,SASU,100,I,5,1,E,Glide,0.25,20,0,
2542,81,AH,104,RBTS,3,VI,5,0,A,Riffle,0.75,450,0,
3146,92,JR,27,RBTS,10,III,3,0,A,Riffle Edgewater,0.4,100,0,
3214,94,,189,RBTS,1,V,4,1,B,Riffle,0.25,225,0,
3215,94,,189,RBT,1,IV,4,0,A,Glide,0.5,110,0,
3216,94,,189,RBT,1,IV,4,0,A,Glide,0.5,150,0,
3217,94,,189,RBTS,3,V,4,0,A,Riffle,0.3,175,0,
3218,94,,189,RBTS,2,IV,4,0,A,Riffle,0.5,150,0,
3219,94,,189,RBTS,2,V,4,0,A,Riffle,0.5,220,0,
3220,94,,189,CHN,1,IV,3,1,B,Riffle Edgewater,0.75,120,0,
3221,94,,189,RBTS,1,III,3,1,A,Riffle,0.25,80,0,
3222,94,,189,RBTS,1,IV,4,3,A,Riffle,0.7,105,0,
3223,94,,189,RBTS,3,IV,4,2,A,Glide,1,115,0,
3224,94,,189,RBTS,5,V,4,2,A,Glide,1,180,0,
3225,94,,189,RBTS,1,V,4,2,A,Glide,1,200,0,
3226,94,,185,RBTS,2,V,3,0,A,Riffle,0.3,200,0,
3227,94,,185,RBTS,4,IV,3,0,A,Riffle,0.3,120,0,
3228,94,,185,RBTS,1,VII,2,0,A,Pool,3,500,0,
3229,94,,189,AS,6,VI,4,0,A,Glide,1.75,350,0,
3147,92,JR,27,RBTS,2,IV,3,0,A,Riffle Edgewater,0.4,150,0,
2543,81,MM,104,RBTS,1,VI,5,0,A,Riffle,0.75,350,0,
3148,92,JR,27,RBTS,30,III,3,0,A,Riffle Edgewater,0.4,80,0,
3149,92,JR,27,CHN,4,III,3,0,A,Riffle Edgewater,0.4,80,0,
2544,81,MM,104,RBT,1,VI,5,0,A,Riffle,0.75,450,0,
3150,92,JR,27,CHN,4,III,3,0,A,Riffle Edgewater,0.4,100,0,
3151,92,JR,27,CHN,8,II,3,0,A,Riffle Edgewater,0.4,60,0,
3134,92,JR,27,RBTS,3,III,3,1,A,Riffle,0.4,80,0,
3230,94,,189,RBTS,1,V,4,0,A,Glide,1.75,250,0,
3231,94,,189,RBTS,1,VI,4,0,A,Glide,1.75,400,0,
3232,94,,189,SASQ/HH,1,VI,4,0,A,Glide,1.75,350,0,
3233,94,,217,RBTS,2,IV,3,3,A,Riffle,0.5,140,0,
3234,94,,215,SASQ/HH,1,V,2,2,E,Glide Edgewater,1.5,300,0,
3235,94,,210,LMB,1,III,4,0,B,Backwater,1,100,0,
3236,94,,210,LMB,1,V,4,0,B,Backwater,1,300,0,
3237,94,,210,LMB,5,V,4,0,B,Backwater,1,200,0,
3135,92,JR,27,RBTS,1,III,3,1,A,Riffle,0.4,100,0,
3136,92,JR,27,CHN,1,III,3,1,A,Riffle,0.4,80,0,
3137,92,JR,27,RBTS,6,II,3,1,B,Riffle,0.3,60,0,
3138,92,JR,27,RBTS,2,III,3,1,B,Riffle,0.3,80,0,
3139,92,JR,27,RBTS,1,IV,3,1,B,Riffle,0.3,150,0,
3140,92,JR,27,CHN,2,II,3,1,B,Riffle,0.3,60,0,
3141,92,JR,27,CHN,1,III,3,1,A,Riffle,0.3,90,0,
2724,83,AH,173,RBTS,1,II,3,1,E,Glide,0.2,60,0,
3142,92,JR,27,CHN,1,II,3,1,A,Riffle,0.3,60,0,
2740,83,AH,169,RBTS,1,I,4,2,B,Riffle Edgewater,0.15,45,0,
3143,92,JR,27,RBTS,13,III,3,1,A,Riffle,0.3,80,0,
3144,92,JR,27,RBTS,3,III,3,1,A,Riffle,0.3,100,0,
3145,92,CC,28,RBTS,3,IV,3,0,A,Riffle,0.2,110,0,
3596,102,KM,30,RBTS,2,IV,4,0,A,Riffle,0.5,150,0,
3597,102,KM,31,RBTS,1,VI,5,0,A,Riffle,0.75,350,0,
3598,102,DR,29,RBTS,1,II,3,1,E,Riffle,0.1,75,0,
3599,102,DR,29,RBTS,3,IV,4,1,A,Riffle Edgewater,0.75,150,0,
3600,102,DR,29,RBTS,3,III,4,1,A,Riffle Edgewater,0.75,100,0,
2545,81,AH,105,CHN,1,I,4,1,E,Glide,0.4,50,0,
2546,81,AH,105,RBTS,1,II,4,1,E,Glide,0.4,60,0,
2547,81,AH,105,CHN,3,III,4,0,B,Riffle,0.35,80,0,
2548,81,AH,105,CHN,3,II,4,0,B,Riffle,0.35,70,0,
2549,81,AH,105,CHN,10,I,4,0,B,Riffle,0.35,45,0,
2550,81,AH,105,RBTS,1,I,4,0,B,Riffle,0.35,50,0,
2551,81,AH,105,RBTS,1,I,4,0,B,Riffle,0.35,40,0,
2552,81,AH,105,RBTS,6,I,4,0,A,Riffle,0.2,50,0,
2553,81,AH,105,RBTS,5,II,4,0,A,Riffle,0.2,75,0,
2554,81,AH,105,RBTS,4,I,4,0,A,Riffle,0.1,40,0,
3601,102,DR,29,RBTS,2,II,4,1,A,Riffle Edgewater,0.75,75,0,
3603,103,KM,55,,0,,NA,NA,,,NA,NA,0,
3604,103,KM,56,,0,,NA,NA,,,NA,NA,0,
3679,107,DR,26,RBTS,0,,NA,NA,,,NA,NA,3021,
3488,100,AH,502,SASQ/HH,5,III,2,1,E,Glide,0.3,80,0,
3489,100,AH,502,SASQ/HH,25,III,2,1,E,Glide,0.3,100,0,
3490,100,AH,502,SASQ/HH,5,V,3,0,A,Glide,0.4,225,0,
3491,100,AH,499,SASQ/HH,30,V,2,1,B,Glide,1.5,250,0,
3492,100,AH,499,SASQ/HH,100,IV,2,1,B,Glide,1.5,150,0,
3493,100,AH,499,SASQ/HH,250,III,2,1,B,Glide,1.5,80,0,
3494,100,MM,502,SASQ/HH,5,IV,3,1,E,Glide Edgewater,0.2,150,0,
3495,100,MM,502,SASQ/HH,13,VI,4,0,A,Glide,0.5,400,0,
3496,100,MM,502,SASQ/HH,2,V,4,0,A,Glide,0.5,300,0,
3497,100,MM,502,SASQ/HH,5,III,2,0,E,Glide Edgewater,0.25,80,0,
3498,100,MM,502,SASQ/HH,20,V,2,2,A,Backwater,1,200,0,
3499,100,MM,499,SASQ/HH,25,IV,2,0,B,Riffle,0.4,150,0,
3500,100,MM,499,SASQ/HH,5,V,2,0,B,Riffle,0.4,300,0,
3501,100,MM,499,SASQ/HH,2,VI,3,0,A,Riffle,0.4,400,0,
3502,100,AH,486,SASQ/HH,2,II,4,0,A,Glide,0.7,75,0,
3503,100,AH,486,SASQ/HH,1,IV,4,0,A,Glide,0.7,150,0,
3504,100,AH,486,SASQ/HH,10,III,2,1,B,Glide,0.6,100,0,
3505,100,AH,486,SASQ/HH,2,VI,2,0,B,Glide,1.2,450,0,
3506,100,AH,486,SASQ/HH,20,IV,2,0,B,Glide,1.2,150,0,
3507,100,AH,486,SASQ/HH,40,III,2,0,B,Glide,1.2,100,0,
3508,100,MM,487,SASQ/HH,3,V,3,0,A,Glide,0.3,200,0,
3509,100,MM,487,SASQ/HH,1,IV,3,0,A,Glide,0.3,150,0,
3510,100,MM,487,SASQ/HH,30,III,3,0,A,Glide,0.2,100,0,
3511,100,DR,450,SASQ/HH,3,V,3,2,E,Glide,1.5,250,0,
3512,100,DR,450,SASQ/HH,2,V,3,2,E,Glide,1.5,200,0,
3513,100,DR,450,SASQ/HH,5,IV,3,2,E,Glide,1.5,150,0,
3514,100,DR,450,SASQ/HH,10,II,3,2,E,Glide,1.5,75,0,
3680,107,DR,26,RBTS,0,,NA,NA,,,NA,NA,3022,
2555,81,MM,103,RBTS,1,III,5,0,A,Riffle,0.15,90,0,
2556,81,MM,103,RBTS,1,II,5,0,A,Riffle,0.15,70,0,
2557,81,MM,103,RBTS,2,I,5,0,A,Riffle,0.15,50,0,
2558,81,MM,103,CHN,1,II,5,3,A,Riffle,0.15,70,0,
2559,81,MM,103,CHN,3,III,5,3,A,Riffle,0.2,85,0,
3162,93,MM,25,,0,,NA,NA,,,NA,NA,0,
2560,81,MM,103,CHN,2,II,5,3,A,Riffle,0.2,70,0,
3238,94,,210,LMB,2,VI,4,0,B,Backwater,1,350,0,
3239,94,,210,RE,2,IV,4,0,B,Backwater,1,110,0,
3240,94,,210,SASQ/HH,15,IV,4,0,B,Backwater,1,115,0,
3241,94,,210,SASQ/HH,1,VI,4,0,B,Backwater,1.5,375,0,
3242,94,,210,SASQ/HH,3,V,2,0,B,Backwater,2,200,0,
3243,94,,210,RBTS,1,VI,4,0,A,Riffle,2,400,0,
3244,94,,210,RBTS,1,V,4,0,A,Riffle,1.5,180,0,
3245,94,,210,RBTS,1,V,4,1,B,Riffle,1.5,180,0,
3246,94,,210,RBTS,1,IV,4,1,B,Riffle,1.5,140,0,
3247,94,,215A,RBTS,1,V,4,0,A,Riffle,0.5,185,0,
3248,94,,210,SASQ/HH,5,VI,2,0,A,Riffle,1.5,400,0,
3249,94,,210,SASQ/HH,8,V,2,1,C,Backwater,1.5,250,0,
3250,94,,210,SASQ/HH,15,III,2,1,C,Backwater,1.5,100,0,
3251,94,,210,SASQ/HH,5,II,2,1,C,Backwater,1.5,75,0,
3163,93,JC,24,,0,,NA,NA,,,NA,NA,0,
2725,83,AH,173,CHN,5,III,4,1,B,Glide,0.3,80,0,
2726,83,AH,173,CHN,45,II,4,1,B,Glide,0.3,65,0,
2561,81,MM,97,RBT,1,VI,5,0,A,Glide,1.25,375,0,
2562,81,MM,97,RBTS,1,VI,5,0,A,Glide,1.25,300,0,
2563,81,MM,97,RBT,1,VI,5,0,A,Glide,1.25,425,0,
2727,83,AH,173,RBTS,10,II,4,1,B,Glide,0.3,55,0,
2728,83,AH,173,CHN,10,II,4,2,E,Backwater,0.2,60,0,
3252,94,,210,RBTS,1,IV,3,0,A,Riffle,0.5,150,0,
3253,94,,210,RBTS,1,V,3,1,B,Riffle,0.3,200,0,
3254,94,,215B,RBTS,2,V,3,0,A,Riffle,0.2,250,0,
3255,94,,200,RBTS,1,IV,4,0,A,Glide,0.75,150,0,
3256,94,,200,SASQ/HH,1,VI,4,0,A,Glide,2.5,350,0,
3258,95,AH,221,,0,,NA,NA,,,NA,NA,0,
3259,95,AH,225,,0,,NA,NA,,,NA,NA,0,
3164,93,JC,19,,0,,NA,NA,,,NA,NA,0,
2741,83,AH,169,CHN,8,II,4,2,A,Riffle,0.25,70,0,
2742,83,AH,169,RBTS,7,I,4,2,A,Riffle,0.25,50,0,
2743,83,AH,169,RBTS,2,I,3,1,B,Glide,0.3,50,0,
2744,83,MM,266,RBTS,1,III,4,0,A,Riffle,0.2,90,0,
2745,83,DR,268,CHN,2,III,2,0,E,Glide Edgewater,0.8,90,0,
2746,83,DR,268,LMB,1,I,2,0,E,Glide Edgewater,0.8,25,0,
2747,83,DR,323B,SASQ/HH,2,I,3,0,E,Glide Edgewater,0.3,50,0,
2748,83,MM,323A,CHN,1,II,4,1,B,Glide Edgewater,0.3,65,0,
2749,83,MM,323A,CHN,10,II,4,0,B,Glide,0.75,65,0,
2750,83,MM,323A,CHN,10,III,4,0,B,Glide,0.75,85,0,
2751,83,MM,323A,CHN,2,III,4,0,B,Glide,0.75,100,0,
2752,83,MM,323A,SASQ/HH,20,III,4,0,B,Glide,0.75,100,0,
2753,83,MM,323A,SASQ/HH,5,IV,4,0,B,Glide,0.75,150,0,
2754,83,MM,323A,RBTS,1,II,2,1,B,Glide Edgewater,0.15,55,0,
3419,98,AH,185,CHN,1,VII,4,0,A,Riffle,2,600,0,
3422,98,TV,210,SASQ/HH,25,II,3,0,B,Glide,1,75,0,
3423,98,TV,210,SASQ/HH,30,VI,2,1,C,Glide,1.5,350,0,
2755,83,MM,323A,RBTS,2,I,3,1,B,Riffle,0.25,50,0,
3424,98,TV,210,RBTS,4,IV,3,1,C,Riffle,0.5,125,0,
3425,98,TV,210,RBTS,1,IV,3,2,B,Riffle,0.5,125,0,
3260,95,AH,228,,0,,NA,NA,,,NA,NA,0,
3261,95,AH,229,,0,,NA,NA,,,NA,NA,0,
3428,98,MM,210,LMB,1,V,2,0,E,Backwater,0.5,200,0,
3429,98,MM,210,SASQ/HH,8,VII,2,0,E,Backwater,2,500,0,
3430,98,MM,210,SASQ/HH,11,V,2,0,E,Backwater,2,250,0,
3431,98,MM,210,SASQ/HH,8,VI,3,1,B,Glide,1,350,0,
3432,98,MM,210,SASQ/HH,10,V,3,1,B,Glide,1,200,0,
3257,95,AH,226,SASQ/HH,1,IV,4,0,A,Riffle,0.5,150,0,
3433,98,MM,215,RBTS,1,V,3,0,A,Riffle,1,300,0,
3434,98,MM,215,RBTS,5,V,3,3,A,Riffle,1,175,0,
3435,98,MM,215,RBTS,1,VII,2,3,B,Riffle,2,600,0,
3436,98,MM,215,RBTS,1,VI,4,3,A,Riffle,2,400,0,
3437,98,MM,217,SASQ/HH,20,II,4,2,A,Riffle,0.2,75,0,
2756,84,AH,403,,0,,NA,NA,,,NA,NA,0,
2757,84,AH,397,,0,,NA,NA,,,NA,NA,0,
2758,84,TV,402,,0,,NA,NA,,,NA,NA,0,
3438,98,MM,215B,RBTS,1,V,4,0,A,Riffle,0.4,200,0,
2760,84,AH,408,,0,,NA,NA,,,NA,NA,0,
2761,84,DR,426,,0,,NA,NA,,,NA,NA,0,
2762,84,MM,424,,0,,NA,NA,,,NA,NA,0,
3439,98,MM,215B,SASQ/HH,5,VI,3,1,B,Riffle Edgewater,0.6,400,0,
2763,84,DR,441,,0,,NA,NA,,,NA,NA,0,
3440,98,MM,216,CHN,1,VII,4,0,A,Riffle,0.5,850,0,
3441,98,MM,226,SASQ/HH,2,VI,4,0,A,Glide,1,400,0,
3262,95,TV,228,SASQ/HH,3,VI,5,1,C,Glide,2,475,0,
3442,98,TV,226,RBT,1,VI,4,0,B,Riffle,2,375,0,
3269,95,TV,171,,0,,NA,NA,,,NA,NA,0,
2729,83,AH,173,RBTS,3,I,3,1,E,Riffle,0.3,50,0,
2730,83,AH,173,RBTS,1,I,3,1,E,Riffle,0.3,45,0,
2564,81,MM,96,CHN,7,III,5,0,A,Glide,0.5,80,0,
2565,81,MM,96,CHN,7,I,5,0,A,Glide,0.2,50,0,
