location,date,year,latitude,longitude,survey_method,redd_number,survey_week,number_of_fish_on_redd,percent_boulder_30cm,percent_large_16_30cm,percent_medium_6_15cm,percent_small_1_5cm,percent_fine_1cm,redd_width_m,redd_length_m,velocity_m_sec,water_depth_m
Moe's Side Channel,2024-10-24,2024,39.51605804,-121.55806982,ground,111,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607022,-121.5580517,ground,112,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608135,-121.55803805,ground,113,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609998,-121.55804259,ground,114,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610328,-121.5580624,ground,115,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610854,-121.55800758,ground,116,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609804,-121.55799366,ground,117,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51611057,-121.55796982,ground,118,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51605947,-121.55796329,ground,119,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5160654,-121.5579324,ground,120,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610051,-121.55792247,ground,121,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608988,-121.55788285,ground,122,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,85,15,0,1.6,1.8,0.836,0.18
Moe's Side Channel,2024-10-24,2024,39.51610848,-121.55787298,ground,123,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610107,-121.55784918,ground,124,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608822,-121.55782577,ground,125,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606633,-121.55779598,ground,126,"LL, AS - 10/24/2024 - Clear - Week 6-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609439,-121.55779358,ground,127,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606693,-121.55811701,ground,110,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51605837,-121.5581285,ground,109,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606585,-121.55815269,ground,108,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607733,-121.55814381,ground,107,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51604341,-121.5585423,ground,89,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608177,-121.55849147,ground,90,"LL, AS - 10/24/2024 - Clear - Week 6-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607911,-121.55845789,ground,91,"LL, AS - 10/24/2024 - Clear - Week 6-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51605574,-121.55838607,ground,92,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608273,-121.55838946,ground,93,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608872,-121.55834263,ground,94,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609654,-121.55835687,ground,95,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51611409,-121.55834008,ground,96,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610568,-121.55777755,ground,128,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51612198,-121.55830327,ground,97,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610383,-121.55826029,ground,99,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610348,-121.55822687,ground,100,"LL, AS - 10/24/2024 - Clear - Week 6-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606045,-121.55826125,ground,101,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,15,55,30,NA,1.5,1.8,0.165,0.44
Moe's Side Channel,2024-10-24,2024,39.51607121,-121.55826815,ground,102,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607793,-121.55829576,ground,103,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606115,-121.55820835,ground,104,"LL, AS - 10/24/2024 - Clear - Week 6-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51611104,-121.55816269,ground,105,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609397,-121.55814031,ground,106,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609681,-121.55827665,ground,98,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608501,-121.5577677,ground,129,"LL, AS - 10/24/2024 - Clear - Week 6-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607873,-121.5577467,ground,130,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608511,-121.55773851,ground,131,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606681,-121.55743073,ground,154,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607606,-121.55743162,ground,155,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609008,-121.55742055,ground,156,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608529,-121.55740954,ground,157,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609884,-121.55742646,ground,158,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610095,-121.55739964,ground,159,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51612006,-121.55742565,ground,160,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51611506,-121.55741357,ground,161,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606402,-121.5575052,ground,153,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606835,-121.55739754,ground,162,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51613206,-121.55733939,ground,164,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606755,-121.55724159,ground,165,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51605173,-121.55725176,ground,166,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5160889,-121.55718868,ground,167,"LL, AS - 10/24/2024 - Clear - Week 6-1",5,NA,NA,80,20,NA,2.5,2.5,0.189,0.52
Moe's Side Channel,2024-10-24,2024,39.51606354,-121.55715739,ground,168,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610805,-121.55713831,ground,169,"LL, AS - 10/24/2024 - Clear - Week 6-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606072,-121.55708218,ground,170,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51606914,-121.55706141,ground,171,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609851,-121.55733516,ground,163,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608819,-121.55859293,ground,88,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607005,-121.55748521,ground,152,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51611081,-121.55748398,ground,150,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610787,-121.55773495,ground,132,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51611587,-121.55771534,ground,133,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610276,-121.55769436,ground,134,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609,-121.55769859,ground,135,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607057,-121.55770071,ground,136,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608771,-121.55767936,ground,137,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607154,-121.55767106,ground,138,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607331,-121.55762269,ground,139,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.516103,-121.5574792,ground,151,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607798,-121.55764519,ground,140,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610884,-121.55764473,ground,142,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51612317,-121.55762032,ground,143,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51610887,-121.5575718,ground,144,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,10,5,50,35,NA,1.2,1.7,0.269,0.12
Moe's Side Channel,2024-10-24,2024,39.51612874,-121.55757707,ground,145,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51611519,-121.55754971,ground,146,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607019,-121.55756717,ground,147,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607908,-121.55756109,ground,148,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609991,-121.5575205,ground,149,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5160909,-121.55764444,ground,141,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51614407,-121.55709975,ground,172,"LL, AS - 10/24/2024 - Clear - Week 6-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607114,-121.55858785,ground,87,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608303,-121.55864805,ground,85,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51590409,-121.5594221,ground,24,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51592343,-121.5594091,ground,25,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51593894,-121.55940727,ground,26,"LL, AS - 10/24/2024 - Clear - Week 6-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51593355,-121.55938337,ground,27,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51591338,-121.55939063,ground,28,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5158898,-121.5593665,ground,29,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5159021,-121.55934787,ground,30,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51596662,-121.55935925,ground,31,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51594925,-121.55932983,ground,32,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51593205,-121.55931881,ground,33,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51593905,-121.55929421,ground,34,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.515952,-121.55928415,ground,35,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51595522,-121.55929622,ground,36,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51598451,-121.55930591,ground,37,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51597378,-121.55925867,ground,38,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51595358,-121.55925426,ground,39,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51598369,-121.55922497,ground,40,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51588071,-121.55943821,ground,23,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51587836,-121.55942778,ground,22,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.515879579999996,-121.55940461,ground,21,"LL, AS - 10/24/2024 - Clear - Week 6-1",3,NA,5,75,20,NA,1,1.8,0.548,0.36
Moe's Side Channel,2024-10-24,2024,39.51586535,-121.55940122,ground,20,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51577839,-121.55951302,ground,2,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51579037,-121.55952241,ground,3,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51580651,-121.55953029,ground,4,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51582475,-121.55953241,ground,5,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5157875,-121.55954821,ground,6,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51579025,-121.55958282,ground,7,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.515776,-121.55959544,ground,8,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51576423,-121.55959,ground,9,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5159972,-121.5592381,ground,41,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,80,20,NA,1.5,1.8,0.259,0.26
Moe's Side Channel,2024-10-24,2024,39.51579537,-121.55948164,ground,10,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51582388,-121.55944241,ground,12,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51582952,-121.55945753,ground,13,"LL, AS - 10/24/2024 - Clear - Week 6-1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51584441,-121.55947239,ground,14,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51584045,-121.55949153,ground,15,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51582771,-121.5594974,ground,16,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5158591,-121.55945101,ground,17,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51585884,-121.55943734,ground,18,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51585451,-121.55941973,ground,19,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51581458,-121.5594589,ground,11,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51599888,-121.55920768,ground,42,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51598899,-121.55918899,ground,43,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51597665,-121.55920294,ground,44,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51602002,-121.55882893,ground,67,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5160395,-121.55881526,ground,68,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51605318,-121.55881629,ground,69,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51605907,-121.55883646,ground,70,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.5160867,-121.55877974,ground,71,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51605041,-121.55876016,ground,72,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51604135,-121.55870198,ground,73,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51604594,-121.55868408,ground,74,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51603316,-121.55883692,ground,66,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51602947,-121.55866356,ground,75,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608372,-121.55870091,ground,77,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607894,-121.55872688,ground,78,"LL, AS - 10/24/2024 - Clear - Week 6-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51608617,-121.55873572,ground,79,"LL, AS - 10/24/2024 - Clear - Week 6-1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51609082,-121.55872849,ground,80,"LL, AS - 10/24/2024 - Clear - Week 6-1",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51604343,-121.55863723,ground,81,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,15,25,40,20,NA,1.3,1.9,0.25,0.46
Moe's Side Channel,2024-10-24,2024,39.51605976,-121.5586212,ground,82,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moe's Side Channel,2024-10-24,2024,39.51607481,-121.55862065,ground,83,"LL, AS - 10/24/2024 - Clear - Week 6-1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
