micro_hab_data_tbl_id,p_dat_id,t_code,depth,velocity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,sur_turb,vel_clicks,adj_vel,fish_data_id,count,fl_mm,water_depth,dist_to_bottom,focal_velocity,av_vel,substrate,i_cov_code,o_cover_code_id,x_surf_turb,fish_in_tran,focal_clicks,adj_focal_vel,av_vel_clicks,adj_av_vel,species,location,date,water_temp,river_mile,flow,number_of_divers,reach_length,reach_width,channel_width,gps_coordinate,weather,channel_type,channel_geomorphic_unit
6988,205,21.4,0.27,0.71,0,0,20,60,20,0,90,0,0,10,0,100,0,0,10,0,0,507,100,45,0.1,0,0.81,0.78,0,0,0,0,0,0,0,0,0,Chinook salmon,Herringer Main Channel #1,2002-03-25,54,45,1200,2,25,4,65,N 39 19.212 W 121 37.185,Direct Sunlight,Mainchannel,Glide
6989,205,24.1,0.05,0.8,0,0,10,60,30,0,85,5,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herringer Main Channel #1,2002-03-25,54,45,1200,2,25,4,65,N 39 19.212 W 121 37.185,Direct Sunlight,Mainchannel,Riffle
6990,205,24.2,0.06,0.8,0,0,0,40,60,0,100,0,0,0,0,100,0,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herringer Main Channel #1,2002-03-25,54,45,1200,2,25,4,65,N 39 19.212 W 121 37.185,Direct Sunlight,Mainchannel,Riffle
6991,205,24.3,0.12,1.53,0,0,15,60,25,0,100,0,0,0,0,100,0,0,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herringer Main Channel #1,2002-03-25,54,45,1200,2,25,4,65,N 39 19.212 W 121 37.185,Direct Sunlight,Mainchannel,Riffle
6992,205,24.4,0.24,1.05,0,0,10,60,30,0,100,0,0,0,0,100,0,0,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Herringer Main Channel #1,2002-03-25,54,45,1200,2,25,4,65,N 39 19.212 W 121 37.185,Direct Sunlight,Mainchannel,Riffle
6993,206,0.1,0.08,0,0,100,0,0,0,0,90,10,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
6994,206,0.2,0.22,0,0,100,0,0,0,0,20,0,0,80,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
6995,206,0.3,0.49,0,100,0,0,0,0,0,30,10,0,60,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
6996,206,0.4,0.6,0,100,0,0,0,0,0,30,10,0,60,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
6997,206,3.1,0.11,0,0,100,0,0,0,0,90,10,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
6998,206,3.2,0.34,0,100,0,0,0,0,0,55,0,15,30,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
6999,206,3.3,0.45,0,100,0,0,0,0,0,55,0,15,30,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7000,206,3.4,0.56,0,100,0,0,0,0,0,70,0,0,30,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7001,206,6.1,0.12,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7002,206,6.2,0.39,0,100,0,0,0,0,0,30,10,0,60,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7003,206,6.3,0.66,0,100,0,0,0,0,0,35,0,15,50,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7004,206,6.4,0.64,0,100,0,0,0,0,0,25,0,60,15,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7005,206,9.1,0.05,0,0,100,0,0,0,0,100,0,0,0,0,90,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7006,206,9.2,0.18,0,0,100,0,0,0,0,70,10,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7007,206,9.3,0.3,0,100,0,0,0,0,0,55,0,25,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7008,206,12.1,0.08,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7009,206,12.2,0.22,0,40,60,0,0,0,0,90,0,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7010,206,12.3,0.38,0,70,0,30,0,0,0,70,0,0,30,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7011,206,12.4,0.52,0,60,0,40,0,0,0,20,0,0,80,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7013,206,15.1,0.1,0,0,100,0,0,0,0,90,10,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7014,206,15.2,0.52,0,50,50,0,0,0,0,20,0,0,80,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7015,206,15.3,0.62,0,100,0,0,0,0,0,40,0,0,60,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7016,206,15.4,0.72,0,100,0,0,0,0,0,40,0,0,60,0,0,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7017,206,18.1,0.08,0,0,100,0,0,0,0,90,0,0,10,0,0,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7018,206,18.2,0.34,0,50,50,0,0,0,0,60,0,0,40,0,0,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7019,206,18.3,0.64,0,70,30,0,0,0,0,40,0,0,60,0,0,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7020,206,18.4,0.76,0,100,0,0,0,0,0,40,0,0,60,0,0,100,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7021,206,21.1,0.09,0,0,100,0,0,0,0,70,10,0,20,0,80,10,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7022,206,21.2,0.16,0,0,100,0,0,0,0,90,0,0,10,0,50,0,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7023,206,21.3,0.28,0,100,0,0,0,0,0,30,0,0,70,0,90,0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7024,206,21.4,0.48,0,70,30,0,0,0,0,80,0,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7025,206,24.1,0.12,0,0,100,0,0,0,0,85,0,0,15,0,40,0,60,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7026,206,24.2,0.18,0,0,100,0,0,0,0,90,0,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7027,206,24.3,0.3,0,0,100,0,0,0,0,65,0,0,35,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7028,206,24.4,0.52,0,30,70,0,0,0,0,75,0,0,25,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vance #5,2002-03-26,14.5,58.5,1200,2,25,4,62,N 39 26.391 W 121 38.276,Direct Sunlight,Mainchannel Branch,Backwater
7029,207,0.1,0.1,0,0,0,90,10,0,0,80,0,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7030,207,0.2,0.09,0,0,0,90,10,0,0,80,0,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7031,207,0.3,0.22,0,0,0,80,20,0,0,85,0,0,15,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7032,207,0.4,0.38,0.37,0,0,50,50,0,0,80,0,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7033,207,3.1,0.03,0,0,0,90,0,10,0,80,0,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7034,207,3.2,0.08,0,0,0,90,0,10,0,80,0,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7035,207,3.3,0.16,0.44,0,0,100,0,0,0,85,0,0,15,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7036,207,3.4,0.36,0.34,0,0,80,10,10,0,90,0,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7037,207,6.1,0.03,0,0,0,50,0,50,0,75,0,0,25,0,90,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7038,207,6.2,0.14,0,0,0,50,50,0,0,85,0,0,15,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7039,207,6.3,0.12,0,0,0,90,10,0,0,90,0,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7040,207,6.4,0.14,0.52,0,0,80,20,0,0,80,0,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7041,207,9.1,0.12,0,0,0,50,50,0,0,80,0,0,20,0,90,10,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7042,207,9.2,0.12,NA,0,0,45,35,20,0,90,0,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7043,207,9.3,0.12,NA,0,0,80,20,0,0,85,0,0,15,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7044,207,9.4,0.14,0.45,0,0,100,0,0,0,80,0,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7045,207,12.1,0.11,0,0,0,80,20,0,0,80,10,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7046,207,12.2,0.22,0.34,0,0,30,30,40,0,80,10,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7047,207,12.3,0.28,0.64,0,0,80,10,0,10,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7048,207,12.4,0.36,0.6,0,0,80,20,0,0,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7049,207,15.1,0.1,NA,0,0,90,10,0,0,70,15,0,15,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7050,207,15.2,0.24,0.6,0,0,100,0,0,0,80,10,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7051,207,15.3,0.37,0.56,0,0,90,10,0,0,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7052,207,15.4,0.48,0.49,0,0,100,0,0,0,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7053,207,18.1,0.12,NA,0,0,100,0,0,0,85,0,0,15,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7054,207,18.2,0.22,0.88,0,0,90,10,0,0,90,0,0,10,0,100,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7055,207,18.3,0.38,0.84,0,0,50,50,0,0,100,0,0,0,0,100,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7056,207,18.4,0.46,1.59,0,0,90,10,0,0,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7057,207,21.1,0.12,NA,0,0,80,20,0,0,85,0,0,15,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7058,207,21.2,0.2,0.51,0,0,50,50,0,0,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7059,207,21.3,0.22,0.46,0,0,60,40,0,0,90,0,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7060,207,21.4,0.4,0.44,0,0,40,60,0,0,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7061,207,24.1,0.16,0.34,0,0,75,10,0,15,80,0,0,20,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7062,207,24.2,0.2,0.34,0,0,80,10,0,10,90,0,0,10,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Backwater
7063,207,24.3,0.3,NA,0,0,90,10,0,0,100,0,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7064,207,24.4,0.44,0.72,0,0,100,0,0,0,100,0,0,0,0,100,0,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Big Hole Lower #2,2002-03-26,13,57.5,1200,2,25,4,33,N 39 26.24 W 121 38.25,Direct Sunlight,Mainchannel Branch,Pool
7065,208,0.1,0.02,0,0,0,50,50,0,0,20,0,0,80,0,80,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G-95,2002-03-26,13,57,1200,2,25,4,31,N 39 25.818 W 121 37.834,Direct Sunlight,Sidechannel,Glide
7066,208,0.2,0.08,0,0,0,50,50,0,0,20,0,0,80,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G-95,2002-03-26,13,57,1200,2,25,4,31,N 39 25.818 W 121 37.834,Direct Sunlight,Sidechannel,Glide
