observation_id,survey_id,unit,count,substrate,overhead_cover,instream_cover,channel_geomorphic_unit,depth,fork_length,species,run,clipped
19718,864,189,1,34,0,A,Glide,0.2,150,o. mykiss,NA,FALSE
2174,78,26,5,2,1,B,Glide,0.2,65,chinook salmon,NA,NA
19719,864,189,8,34,0,A,Glide,0.2,180,o. mykiss,NA,FALSE
19720,864,189,20,34,0,A,Glide,0.2,80,sacramento sucker,NA,NA
19721,864,189,10,345,2,BC,Riffle,0.4,120,o. mykiss,NA,FALSE
19722,864,189,5,345,2,BC,Riffle,0.4,200,o. mykiss,NA,FALSE
19723,864,189,10,345,2,BC,Riffle,0.4,250,o. mykiss,NA,FALSE
19724,864,189,1,345,2,BC,Riffle Margin,0.3,70,o. mykiss,NA,FALSE
19725,864,189,10,345,2,BC,Riffle Margin,0.3,150,o. mykiss,NA,FALSE
19726,864,189,10,345,2,BC,Riffle Margin,0.3,200,o. mykiss,NA,FALSE
19727,865,210,1,34,0,A,Glide,0.3,100,o. mykiss,NA,FALSE
19728,865,210,1,34,0,A,Glide,0.3,80,o. mykiss,NA,FALSE
19729,865,210,40,34,0,A,Glide,0.3,60,sacramento sucker,NA,NA
19730,865,210,100,23,0,A,Glide Margin,0.3,40,sacramento sucker,NA,NA
19731,865,210,100,23,0,A,Glide Margin,0.3,80,sacramento sucker,NA,NA
19732,865,210,200,23,0,A,Glide Margin,0.3,30,sacramento sucker,NA,NA
19733,865,210,1,234,0,A,Glide,0.4,110,o. mykiss,NA,FALSE
19734,865,210,1,234,0,A,Glide,0.4,150,o. mykiss,NA,FALSE
19735,865,210,1,234,0,A,Glide,0.5,200,o. mykiss,NA,FALSE
19736,865,210,1,4,0,A,Riffle,0.5,180,o. mykiss,NA,FALSE
19737,865,210,1,4,0,A,Riffle Margin,2,120,o. mykiss,NA,FALSE
19738,865,210,2,4,0,A,Riffle Margin,2,160,o. mykiss,NA,FALSE
19739,865,210,1,34,0,A,Riffle,1.3,300,o. mykiss,NA,FALSE
19740,865,215A,80,4,0,A,Glide Margin,0.3,40,sacramento sucker,NA,NA
19741,865,215A,1,1,0,A,Glide Margin,0.5,150,o. mykiss,NA,FALSE
19742,865,215A,1,34,1,BCD,Riffle Margin,0.7,200,o. mykiss,NA,FALSE
19743,865,215A,1,34,1,BCD,Riffle Margin,0.7,80,chinook salmon,NA,NA
19744,865,216,1,5,0,A,Riffle,0.8,500,NA,NA,NA
19745,865,216,1,5,0,A,Riffle,0.8,160,o. mykiss,NA,FALSE
19746,865,216,1,5,0,A,Glide,2.5,350,sacramento pikeminnow or hardhead,NA,NA
19747,865,216,12,5,0,A,Glide,1,350,american shad,NA,NA
19748,865,216,8,5,0,A,Glide,1,380,o. mykiss,NA,FALSE
19749,865,216,1,5,0,A,Glide,3,750,chinook salmon,NA,NA
19750,865,216,1,5,0,A,Riffle,0.7,250,o. mykiss,NA,FALSE
19751,865,216,18,5,0,A,Riffle,0.7,180,o. mykiss,NA,FALSE
19752,865,216,2,5,0,A,Riffle,0.7,200,o. mykiss,NA,FALSE
2175,78,26,5,2,1,B,Glide,0.2,50,o. mykiss,NA,FALSE
19753,865,216,3,5,0,A,Riffle,0.7,150,o. mykiss,NA,FALSE
19754,865,215B,1,45,1,BCDE,Riffle,0.3,180,o. mykiss,NA,FALSE
19755,866,266,1,45,0,A,Glide Margin,0.5,120,o. mykiss,NA,FALSE
19756,866,266,1,45,0,B,Glide Margin,0.5,80,sacramento sucker,NA,NA
19757,866,268,50,234,1,BE,Glide Margin,0.4,40,sacramento sucker,NA,NA
19758,866,268,10,234,1,BE,Glide Margin,0.4,80,sacramento sucker,NA,NA
19759,866,268,3,234,1,BE,Glide Margin,0.4,80,sacramento pikeminnow or hardhead,NA,NA
19760,866,268,10,234,1,BE,Glide Margin,0.4,100,sacramento pikeminnow or hardhead,NA,NA
19761,866,268,1,34,13,DEF,Riffle Margin,0.3,70,sacramento sucker,NA,NA
19762,866,268,1,34,13,DEF,Riffle Margin,0.3,140,o. mykiss,NA,FALSE
19763,866,268,10,23,0,BCE,Glide Margin,0.5,150,sacramento pikeminnow or hardhead,NA,NA
19764,866,268,50,23,0,BCE,Glide Margin,0.5,30,sacramento pikeminnow or hardhead,NA,NA
19765,866,268,40,23,0,BCE,Glide Margin,0.5,40,sacramento sucker,NA,NA
19766,866,268,20,2,0,E,Glide,0.6,80,tule perch,NA,NA
19767,866,268,5,2,0,E,Glide,0.6,110,tule perch,NA,NA
19768,866,268,30,2,0,E,Glide,0.6,60,tule perch,NA,NA
19769,866,268,20,2,0,E,Glide,0.6,70,sacramento sucker,NA,NA
19770,866,268,5,2,0,E,Glide,0.6,100,sacramento sucker,NA,NA
19771,866,268,20,2,0,E,Glide,0.6,100,sacramento pikeminnow or hardhead,NA,NA
19772,866,268,10,2,0,E,Glide,0.6,150,sacramento pikeminnow or hardhead,NA,NA
19773,867,323A,70,34,2,BE,Glide Margin,0.4,45,sacramento pikeminnow or hardhead,NA,NA
19774,867,323A,60,34,2,BE,Glide Margin,0.4,60,sacramento pikeminnow or hardhead,NA,NA
19775,867,323A,50,34,2,BE,Glide Margin,0.4,45,sacramento sucker,NA,NA
19776,867,323A,40,34,2,BE,Glide Margin,0.4,60,sacramento sucker,NA,NA
19777,867,323A,6,34,2,BE,Glide Margin,0.4,80,sacramento sucker,NA,NA
19778,867,323A,3,34,0,A,Glide,0.8,180,sacramento pikeminnow or hardhead,NA,NA
19780,867,323A,8,34,2,BCE,Glide Margin,0.5,150,sacramento pikeminnow or hardhead,NA,NA
19781,867,323A,11,34,2,BCE,Glide Margin,0.5,120,sacramento sucker,NA,NA
19782,867,323A,5,34,2,BCE,Glide Margin,0.5,100,sacramento sucker,NA,NA
19783,867,323B,1,34,0,A,Glide,0.5,350,sacramento sucker,NA,NA
19784,867,323B,7,34,0,A,Glide,0.5,150,sacramento pikeminnow or hardhead,NA,NA
1406,60,55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19785,867,323B,24,34,0,BE,Backwater,0.6,200,sacramento pikeminnow or hardhead,NA,NA
19786,867,323B,6,34,0,BE,Backwater,0.6,150,sacramento pikeminnow or hardhead,NA,NA
19787,867,323B,4,34,0,BE,Backwater,0.6,180,sacramento pikeminnow or hardhead,NA,NA
19788,867,323B,8,34,0,BE,Backwater,0.6,80,sacramento sucker,NA,NA
19789,867,323B,6,34,0,BE,Backwater,0.6,100,sacramento sucker,NA,NA
19790,867,323B,200,34,1,BD,Glide Margin,0.3,60,sacramento sucker,NA,NA
19791,867,323B,500,34,1,BD,Glide Margin,0.3,40,sacramento sucker,NA,NA
19792,867,323B,100,34,1,BD,Glide Margin,0.3,60,sacramento pikeminnow or hardhead,NA,NA
19793,867,323B,200,34,1,BD,Glide Margin,0.3,40,sacramento pikeminnow or hardhead,NA,NA
19794,867,323B,34,34,1,BD,Glide Margin,0.3,50,speckled dace,NA,NA
19795,867,323B,30,34,0,A,Glide Margin,0.5,180,sacramento pikeminnow or hardhead,NA,NA
19796,867,323B,30,34,0,A,Glide Margin,0.5,150,sacramento pikeminnow or hardhead,NA,NA
19797,867,323B,50,34,0,A,Glide Margin,0.5,120,sacramento pikeminnow or hardhead,NA,NA
19798,867,323B,20,34,0,A,Glide Margin,0.5,100,sacramento sucker,NA,NA
19799,867,323B,8,34,0,A,Glide Margin,0.5,80,sacramento sucker,NA,NA
19800,867,323B,1,34,0,A,Glide Margin,0.8,160,o. mykiss,NA,FALSE
19801,868,402,12,16,0,CE,Glide Margin,3,500,sacramento pikeminnow or hardhead,NA,NA
19802,868,402,5,16,0,CE,Glide Margin,3,500,sacramento sucker,NA,NA
19803,868,402,2,16,0,CE,Glide Margin,3,250,sacramento pikeminnow or hardhead,NA,NA
19804,868,402,500,16,0,CE,Glide Margin,0.5,100,sacramento pikeminnow or hardhead,NA,NA
19805,868,402,20,16,0,CE,Glide Margin,1,200,sacramento pikeminnow or hardhead,NA,NA
19806,868,402,1500,4,0,E,Glide Margin,0.4,50,sacramento pikeminnow or hardhead,NA,NA
19807,868,402,50,4,0,E,Glide Margin,0.4,50,sacramento sucker,NA,NA
19808,868,402,10,4,0,E,Glide Margin,0.4,80,sacramento sucker,NA,NA
19809,868,402,30,4,0,E,Glide,0.4,100,sacramento pikeminnow or hardhead,NA,NA
19810,868,402,8,4,0,E,Glide,0.4,80,sacramento pikeminnow or hardhead,NA,NA
19811,868,402,10,4,1,CD,Glide,1.2,80,tule perch,NA,NA
19812,868,402,1,4,1,CD,Glide,1.2,350,sacramento pikeminnow or hardhead,NA,NA
19813,868,402,2,4,1,CD,Glide,1.2,250,sacramento pikeminnow or hardhead,NA,NA
19814,868,397,200,134,0,E,Glide,0.5,70,sacramento sucker,NA,NA
19815,868,397,100,134,0,E,Glide,0.5,50,sacramento sucker,NA,NA
19816,868,397,20,134,0,E,Glide,0.5,120,sacramento sucker,NA,NA
19817,868,397,100,134,0,E,Glide,0.5,100,sacramento sucker,NA,NA
2176,78,26,5,2,1,B,Glide,0.2,60,o. mykiss,NA,FALSE
19819,868,397,10,134,0,E,Glide,0.5,200,sacramento pikeminnow or hardhead,NA,NA
19820,868,397,50,134,0,E,Glide,0.5,60,sacramento pikeminnow or hardhead,NA,NA
19821,868,397,5,134,0,BCE,Glide,0.5,90,tule perch,NA,NA
19822,868,397,100,134,0,BCE,Glide,0.5,100,sacramento pikeminnow or hardhead,NA,NA
19823,868,403,10,34,0,A,Glide,0.5,150,sacramento pikeminnow or hardhead,NA,NA
19824,868,403,20,34,0,A,Glide,0.5,100,sacramento pikeminnow or hardhead,NA,NA
19825,868,403,10,34,0,A,Glide,0.5,70,sacramento sucker,NA,NA
19826,868,403,10,34,0,A,Glide,0.5,50,sacramento sucker,NA,NA
19827,868,403,10,34,0,CE,Glide,1,250,sacramento pikeminnow or hardhead,NA,NA
19828,868,403,50,34,0,CE,Glide,1,100,sacramento pikeminnow or hardhead,NA,NA
19829,868,403,50,34,0,CE,Glide,1,80,sacramento sucker,NA,NA
19830,868,403,30,34,0,CE,Glide,1,70,tule perch,NA,NA
19831,868,403,20,34,0,CE,Glide,1,90,tule perch,NA,NA
19832,868,403,20,45,0,BCE,Glide,1.5,120,tule perch,NA,NA
19833,868,403,30,45,0,BCE,Glide,1.5,80,tule perch,NA,NA
19834,868,403,1,45,0,BCE,Glide,1.5,200,large mouth bass,NA,NA
19835,868,403,50,45,0,BCE,Glide,1.5,200,sacramento pikeminnow or hardhead,NA,NA
19836,868,403,20,45,0,BCE,Glide,1.5,150,sacramento pikeminnow or hardhead,NA,NA
19837,868,403,50,45,0,BCE,Glide,1.5,80,sacramento sucker,NA,NA
19838,868,403,30,45,0,BCE,Glide,1.5,60,tule perch,NA,NA
19839,868,403,200,34,1,DE,Glide Margin,0.3,70,sacramento sucker,NA,NA
19840,868,403,100,34,1,DE,Glide Margin,0.3,70,sacramento sucker,NA,NA
19841,868,403,500,34,1,DE,Glide Margin,0.3,50,sacramento sucker,NA,NA
19842,868,403,10,34,1,DE,Glide Margin,0.3,150,sacramento pikeminnow or hardhead,NA,NA
19843,868,403,1,34,1,DE,Glide Margin,0.3,220,sacramento pikeminnow or hardhead,NA,NA
19844,869,408,25,45,1,D,Glide Margin,0.4,80,sacramento sucker,NA,NA
19845,869,408,15,45,1,D,Glide Margin,0.4,100,sacramento sucker,NA,NA
19846,869,408,16,45,1,D,Glide Margin,0.4,100,sacramento pikeminnow or hardhead,NA,NA
19847,869,408,7,45,1,D,Glide Margin,0.4,120,sacramento pikeminnow or hardhead,NA,NA
19848,869,408,12,45,1,D,Glide Margin,0.4,150,sacramento pikeminnow or hardhead,NA,NA
19849,869,408,1,45,0,C,Glide Margin,0.5,150,o. mykiss,NA,FALSE
19850,869,408,50,124,1,BCDE,Glide Margin,0.5,50,sacramento pikeminnow or hardhead,NA,NA
19851,869,408,100,124,1,BCDE,Glide Margin,0.5,100,sacramento pikeminnow or hardhead,NA,NA
2177,78,26,30,2,1,F,Glide,0.2,55,o. mykiss,NA,FALSE
19852,869,408,60,124,1,BCDE,Glide Margin,0.5,120,sacramento pikeminnow or hardhead,NA,NA
19853,869,408,30,124,1,BCDE,Glide Margin,0.5,200,sacramento pikeminnow or hardhead,NA,NA
19854,869,408,50,124,1,BCDE,Glide Margin,0.5,100,sacramento sucker,NA,NA
19855,869,408,30,124,1,BCDE,Glide Margin,0.5,150,sacramento sucker,NA,NA
19856,869,408,300,145,1,DE,Glide Margin,0.5,40,sacramento pikeminnow or hardhead,NA,NA
19857,869,408,150,145,1,DE,Glide Margin,0.5,60,sacramento pikeminnow or hardhead,NA,NA
19858,869,408,60,145,1,DE,Glide Margin,0.5,80,sacramento pikeminnow or hardhead,NA,NA
19859,869,408,40,145,1,DE,Glide Margin,0.6,100,sacramento pikeminnow or hardhead,NA,NA
19860,869,408,30,145,1,DE,Glide Margin,0.6,120,sacramento pikeminnow or hardhead,NA,NA
19861,869,408,100,145,1,DE,Glide Margin,0.6,80,sacramento sucker,NA,NA
19862,869,408,120,145,1,DE,Glide Margin,0.6,60,sacramento sucker,NA,NA
19863,869,408,60,23,0,E,Glide Margin,0.4,50,sacramento sucker,NA,NA
19864,869,408,20,34,0,CE,Glide Margin,0.7,80,sacramento sucker,NA,NA
19865,869,408,180,23,0,E,Glide Margin,0.5,50,sacramento pikeminnow or hardhead,NA,NA
19866,869,408,30,23,0,E,Glide Margin,0.5,60,sacramento pikeminnow or hardhead,NA,NA
19867,869,408,50,34,0,CE,Glide Margin,0.5,80,sacramento pikeminnow or hardhead,NA,NA
19868,869,408,150,34,0,CE,Glide Margin,0.5,100,sacramento pikeminnow or hardhead,NA,NA
19869,869,408,50,34,0,CE,Glide Margin,0.5,150,sacramento pikeminnow or hardhead,NA,NA
19870,869,408,15,34,0,CE,Glide Margin,1,200,sacramento pikeminnow or hardhead,NA,NA
19871,869,408,4,34,0,CE,Glide Margin,1,250,sacramento pikeminnow or hardhead,NA,NA
19872,869,408,50,23,0,E,Glide Margin,0.7,80,tule perch,NA,NA
19873,870,424,370,4,0,E,Glide Margin,0.4,50,sacramento pikeminnow or hardhead,NA,NA
19874,870,424,240,4,0,E,Glide Margin,0.4,100,sacramento pikeminnow or hardhead,NA,NA
19875,870,424,260,4,0,E,Glide Margin,0.7,150,sacramento pikeminnow or hardhead,NA,NA
19876,870,424,150,4,0,E,Glide Margin,0.7,200,sacramento pikeminnow or hardhead,NA,NA
19877,870,424,110,4,0,E,Glide Margin,0.5,80,sacramento sucker,NA,NA
19878,870,424,75,4,0,E,Glide Margin,0.5,100,sacramento sucker,NA,NA
19879,870,424,40,4,0,E,Glide Margin,0.5,60,sacramento sucker,NA,NA
19880,870,424,5,4,0,A,Glide,1,250,sacramento pikeminnow or hardhead,NA,NA
19881,870,426,1,2,1,BCDE,Glide Margin,1.5,180,large mouth bass,NA,NA
19882,870,426,1,2,1,BCDE,Glide Margin,1.5,350,sacramento pikeminnow or hardhead,NA,NA
1617,65,26,1,2,0,C,Glide,0.2,100,o. mykiss,NA,FALSE
19883,870,426,200,2,1,BCDE,Glide Margin,1.5,100,sacramento sucker,NA,NA
19884,870,426,500,2,1,BCDE,Glide Margin,1.5,80,sacramento pikeminnow or hardhead,NA,NA
19885,870,426,500,2,1,BCDE,Glide Margin,1.5,60,sacramento pikeminnow or hardhead,NA,NA
19886,870,426,100,2,1,BCDE,Glide Margin,1.5,60,tule perch,NA,NA
19887,870,426,50,2,1,BCDE,Glide Margin,1.5,80,tule perch,NA,NA
19888,870,426,30,2,1,BCDE,Glide Margin,1.5,100,tule perch,NA,NA
19889,870,426,100,23,0,BCE,Glide Margin,1,80,tule perch,NA,NA
19890,870,426,50,23,0,BCE,Glide Margin,1,50,tule perch,NA,NA
19891,870,426,100,23,0,BCE,Glide Margin,1,40,sacramento sucker,NA,NA
19892,870,426,20,23,0,BCE,Glide Margin,1,70,sacramento sucker,NA,NA
19893,870,426,50,23,0,BCE,Glide Margin,1,70,sacramento pikeminnow or hardhead,NA,NA
19894,870,426,10,23,0,BCE,Glide Margin,1,100,sacramento pikeminnow or hardhead,NA,NA
19895,870,426,10,23,0,BCE,Glide Margin,1,120,sacramento pikeminnow or hardhead,NA,NA
19896,870,426,100,2,0,BE,Glide Margin,0.7,60,sacramento pikeminnow or hardhead,NA,NA
19897,870,426,3,2,0,BE,Glide Margin,0.7,60,hitch,NA,NA
19898,870,426,2,2,0,BE,Glide Margin,0.7,80,golden shiner,NA,NA
19899,870,426,20,2,0,BE,Glide Margin,0.7,40,sacramento sucker,NA,NA
19900,870,426,5,2,0,BE,Glide Margin,0.7,140,sacramento sucker,NA,NA
19901,870,426,100,2,0,BE,Glide Margin,0.7,80,sacramento sucker,NA,NA
19902,870,426,20,2,0,BE,Glide Margin,0.7,100,sacramento sucker,NA,NA
19903,870,426,1,1256,0,BE,Glide Margin,0.5,10,large mouth bass,NA,NA
19904,870,426,5,1256,0,BE,Glide Margin,0.5,280,sacramento pikeminnow or hardhead,NA,NA
19905,870,426,50,1256,0,BE,Glide Margin,0.5,80,sacramento pikeminnow or hardhead,NA,NA
19906,870,426,100,1256,0,BE,Glide Margin,0.5,60,sacramento pikeminnow or hardhead,NA,NA
19907,870,426,2,1256,0,BE,Glide Margin,0.5,70,speckled dace,NA,NA
19908,870,426,10,1256,0,BE,Glide Margin,0.5,80,sacramento sucker,NA,NA
19909,870,426,20,1256,0,BE,Glide Margin,0.5,60,sacramento sucker,NA,NA
19910,870,426,50,134,0,BE,Glide Margin,0.4,70,tule perch,NA,NA
19911,870,426,30,134,0,BE,Glide Margin,0.4,110,tule perch,NA,NA
19912,870,426,10,134,0,BE,Glide Margin,0.4,50,tule perch,NA,NA
19913,870,426,100,134,0,BE,Glide Margin,0.4,80,sacramento sucker,NA,NA
2178,78,26,5,1,1,B,Glide,0.2,40,o. mykiss,NA,FALSE
19914,870,426,100,134,0,BE,Glide Margin,0.4,100,sacramento sucker,NA,NA
19915,870,426,150,134,0,BE,Glide Margin,0.4,60,sacramento sucker,NA,NA
19916,870,426,200,134,0,BE,Glide Margin,0.4,60,sacramento pikeminnow or hardhead,NA,NA
19917,870,426,100,134,0,BE,Glide Margin,0.4,80,sacramento pikeminnow or hardhead,NA,NA
19918,870,426,20,134,0,BE,Glide Margin,0.4,100,sacramento pikeminnow or hardhead,NA,NA
19919,870,426,10,134,0,BE,Glide Margin,0.4,100,golden shiner,NA,NA
19920,871,450,5,46,2,BCE,Glide Margin,1.2,100,tule perch,NA,NA
19921,871,450,15,46,2,BCE,Glide Margin,1.2,30,tule perch,NA,NA
19922,871,450,35,46,2,BCE,Glide Margin,1.2,60,tule perch,NA,NA
19923,871,450,120,34,1,BE,Glide Margin,0.5,60,sacramento pikeminnow or hardhead,NA,NA
19924,871,450,80,46,0,BC,Glide Margin,1,150,sacramento pikeminnow or hardhead,NA,NA
19925,871,450,110,46,0,BC,Glide Margin,1,200,sacramento pikeminnow or hardhead,NA,NA
19926,871,450,7,46,0,BC,Glide Margin,2,300,sacramento pikeminnow or hardhead,NA,NA
19927,871,450,4,46,0,BC,Glide Margin,2,300,sacramento sucker,NA,NA
19928,871,450,30,4,0,BE,Glide Margin,1,80,sacramento sucker,NA,NA
19929,871,450,40,34,0,BCE,Glide Margin,1.5,150,sacramento pikeminnow or hardhead,NA,NA
19930,871,450,20,34,0,BCE,Glide Margin,1.5,60,tule perch,NA,NA
19931,871,450,10,34,0,BCE,Glide Margin,1.5,80,tule perch,NA,NA
19932,871,450,2,34,0,BCE,Glide Margin,1.5,110,tule perch,NA,NA
19933,871,450,80,45,0,BCE,Glide Margin,2,200,sacramento pikeminnow or hardhead,NA,NA
19934,871,450,20,45,0,BCE,Glide Margin,2,250,sacramento pikeminnow or hardhead,NA,NA
19935,871,450,10,45,0,BCE,Glide Margin,2,30,sacramento pikeminnow or hardhead,NA,NA
19936,871,450,1,5,0,A,Glide Margin,3,550,sacramento pikeminnow or hardhead,NA,NA
19937,871,450,50,34,0,BE,Glide Margin,0.5,80,tule perch,NA,NA
19938,871,450,20,34,0,BE,Glide Margin,0.5,120,tule perch,NA,NA
19939,871,450,10,34,0,BE,Glide Margin,0.5,100,tule perch,NA,NA
19940,871,450,100,34,0,BE,Glide Margin,0.5,60,tule perch,NA,NA
19941,871,450,100,34,0,BE,Glide Margin,0.5,60,sacramento sucker,NA,NA
19942,871,450,100,34,0,BE,Glide Margin,0.5,80,sacramento sucker,NA,NA
19943,871,450,50,34,0,BE,Glide Margin,0.5,100,sacramento sucker,NA,NA
19944,871,450,100,34,0,BE,Glide Margin,0.5,40,sacramento pikeminnow or hardhead,NA,NA
2179,78,26,6,1,1,B,Glide,0.2,60,o. mykiss,NA,FALSE
19945,871,450,50,34,0,BE,Glide Margin,0.5,80,sacramento pikeminnow or hardhead,NA,NA
19946,871,450,5,34,0,BE,Glide Margin,0.5,200,sacramento pikeminnow or hardhead,NA,NA
19947,871,450,20,34,0,BE,Glide Margin,0.5,60,golden shiner,NA,NA
19948,871,450,5,12345,0,BCE,Glide Margin,0.8,200,sacramento pikeminnow or hardhead,NA,NA
19949,871,450,20,12345,0,BCE,Glide Margin,0.8,120,tule perch,NA,NA
19950,871,450,10,12345,0,BCE,Glide Margin,0.8,100,tule perch,NA,NA
19951,871,450,5,12345,0,BCE,Glide Margin,0.8,120,sacramento sucker,NA,NA
19952,871,450,200,134,0,BE,Glide Margin,0.3,40,sacramento sucker,NA,NA
19953,871,450,100,134,0,BE,Glide Margin,0.3,60,sacramento sucker,NA,NA
19954,871,450,100,134,0,BE,Glide Margin,0.3,40,sacramento pikeminnow or hardhead,NA,NA
19955,871,450,100,134,0,BE,Glide Margin,0.3,60,sacramento pikeminnow or hardhead,NA,NA
19956,871,450,10,134,0,BE,Glide Margin,0.3,90,sacramento pikeminnow or hardhead,NA,NA
19957,871,450,10,456,1,BCDE,Glide Margin,1,80,tule perch,NA,NA
19958,871,450,5,456,1,BCDE,Glide Margin,1,60,tule perch,NA,NA
19959,871,450,50,456,1,BCDE,Glide Margin,1,60,sacramento pikeminnow or hardhead,NA,NA
19960,871,450,5,456,1,BCDE,Glide Margin,1,100,sacramento pikeminnow or hardhead,NA,NA
19961,871,450,5,456,1,BCDE,Glide Margin,1,120,sacramento pikeminnow or hardhead,NA,NA
19962,871,450,1,45,1,BCD,Glide Margin,0.7,350,sacramento pikeminnow or hardhead,NA,NA
19963,871,450,5,45,1,BCD,Glide Margin,0.7,140,sacramento pikeminnow or hardhead,NA,NA
19964,871,450,5,45,1,BCD,Glide Margin,0.7,80,tule perch,NA,NA
19965,871,450,4,45,0,E,Glide Margin,0.8,380,sacramento pikeminnow or hardhead,NA,NA
19966,871,450,4,45,0,E,Glide Margin,0.8,400,sacramento pikeminnow or hardhead,NA,NA
19967,871,450,9,45,0,E,Glide Margin,0.8,300,sacramento pikeminnow or hardhead,NA,NA
19968,871,450,20,45,0,E,Glide Margin,0.8,40,tule perch,NA,NA
19969,871,450,40,45,0,E,Glide Margin,0.8,60,tule perch,NA,NA
19970,871,450,20,45,0,E,Glide Margin,0.8,80,tule perch,NA,NA
19971,871,450,20,45,0,E,Glide Margin,0.8,100,tule perch,NA,NA
19972,871,450,10,45,0,E,Glide Margin,0.8,120,tule perch,NA,NA
19973,871,450,4,45,0,E,Glide Margin,0.8,150,tule perch,NA,NA
19974,871,450,30,45,0,E,Glide Margin,0.8,150,sacramento pikeminnow or hardhead,NA,NA
19975,871,450,10,45,0,E,Glide Margin,0.8,120,sacramento pikeminnow or hardhead,NA,NA
2180,78,26,1,1,1,B,Glide,0.2,70,chinook salmon,NA,NA
19976,871,450,10,45,0,E,Glide Margin,0.8,100,sacramento pikeminnow or hardhead,NA,NA
19977,871,450,200,45,0,E,Glide Margin,0.8,60,sacramento sucker,NA,NA
19978,871,450,5,45,0,E,Glide Margin,0.8,80,sacramento sucker,NA,NA
19979,871,450,1,45,0,E,Glide Margin,0.8,550,striped bass,NA,NA
19980,872,487,110,34,0,A,Glide Margin,0.7,200,sacramento pikeminnow or hardhead,NA,NA
19981,872,487,30,34,0,A,Glide Margin,0.7,200,sacramento sucker,NA,NA
19982,872,487,2,34,0,A,Glide Margin,0.7,250,sacramento pikeminnow or hardhead,NA,NA
19983,872,487,1,34,0,A,Glide Margin,0.7,300,sacramento pikeminnow or hardhead,NA,NA
19984,872,487,50,34,0,A,Glide Margin,0.7,150,sacramento pikeminnow or hardhead,NA,NA
19985,872,487,130,34,0,E,Glide Margin,0.2,60,sacramento pikeminnow or hardhead,NA,NA
19986,872,487,180,34,0,E,Glide Margin,0.4,80,sacramento pikeminnow or hardhead,NA,NA
19987,872,487,220,34,0,E,Glide Margin,0.5,150,sacramento pikeminnow or hardhead,NA,NA
19988,872,487,370,34,0,E,Glide Margin,0.5,100,sacramento pikeminnow or hardhead,NA,NA
19989,872,487,40,34,0,E,Glide Margin,0.5,80,sacramento sucker,NA,NA
19990,872,487,50,34,0,E,Glide Margin,0.5,60,sacramento sucker,NA,NA
19991,872,487,20,34,0,E,Glide Margin,0.5,40,sacramento sucker,NA,NA
19992,872,487,55,23,0,E,Glide Margin,0.7,60,tule perch,NA,NA
19993,872,487,110,23,0,E,Glide Margin,0.7,80,tule perch,NA,NA
19994,872,487,15,23,0,E,Glide Margin,0.7,100,tule perch,NA,NA
19995,872,486,10,34,0,CE,Glide Margin,0.5,80,tule perch,NA,NA
19996,872,486,5,34,0,CE,Glide Margin,0.5,100,sacramento pikeminnow or hardhead,NA,NA
19997,872,486,5,34,0,CE,Glide Margin,0.5,80,sacramento pikeminnow or hardhead,NA,NA
19998,872,486,2,34,0,CE,Glide Margin,0.5,80,sacramento sucker,NA,NA
19999,872,486,50,34,1,BDE,Glide Margin,0.4,60,golden shiner,NA,NA
20000,872,486,15,34,1,BDE,Glide Margin,0.4,100,golden shiner,NA,NA
20001,872,486,10,34,1,BDE,Glide Margin,0.4,80,golden shiner,NA,NA
20002,872,486,300,34,1,BDE,Glide Margin,0.4,60,sacramento pikeminnow or hardhead,NA,NA
20003,872,486,400,34,1,BDE,Glide Margin,0.4,40,sacramento pikeminnow or hardhead,NA,NA
20004,872,486,50,34,1,BDE,Glide Margin,0.4,80,sacramento pikeminnow or hardhead,NA,NA
20005,872,486,200,24,1,CDE,Glide Margin,0.5,60,sacramento sucker,NA,NA
20006,872,486,80,24,1,CDE,Glide Margin,0.5,80,sacramento sucker,NA,NA
2181,78,26,1,3,0,F,Riffle,0.2,80,chinook salmon,NA,NA
20007,872,486,100,24,1,CDE,Glide Margin,0.5,60,golden shiner,NA,NA
20008,872,486,40,24,1,CDE,Glide Margin,0.5,80,golden shiner,NA,NA
20009,872,486,10,24,1,CDE,Glide Margin,0.5,120,golden shiner,NA,NA
20010,872,486,5,24,1,CDE,Glide Margin,0.5,200,golden shiner,NA,NA
20011,872,486,50,24,1,CDE,Glide Margin,0.5,80,sacramento pikeminnow or hardhead,NA,NA
20012,872,486,115,24,1,CDE,Glide Margin,0.5,60,sacramento pikeminnow or hardhead,NA,NA
20013,872,486,20,24,1,CDE,Glide Margin,0.5,100,sacramento pikeminnow or hardhead,NA,NA
20014,872,486,20,24,1,CDE,Glide Margin,0.5,120,sacramento pikeminnow or hardhead,NA,NA
20015,872,486,1,24,1,CDE,Glide Margin,0.5,400,sacramento pikeminnow or hardhead,NA,NA
20016,872,486,10,24,1,CDE,Glide Margin,0.5,200,sacramento pikeminnow or hardhead,NA,NA
20017,872,486,20,24,1,CDE,Glide Margin,0.5,100,tule perch,NA,NA
20018,872,486,30,24,1,CDE,Glide Margin,0.5,80,tule perch,NA,NA
20019,872,486,6,24,1,CDE,Glide Margin,0.5,140,tule perch,NA,NA
20020,872,486,100,23,1,BCDE,Glide Margin,0.7,50,golden shiner,NA,NA
